filename,text,up_votes,down_votes,age,gender,accent,duration,generated_text
cv-valid-dev/sample-001182.mp3,i need you to be spontaneous he asked me out to din din,2,1,twenties,male,us,6.24,i need you to pea sponteneous he has catted me out your dingding
cv-valid-dev/sample-001183.mp3,we beat the whole country on that story,3,0,,,,3.816,we beat the whole country on that story
cv-valid-dev/sample-001184.mp3,it's a code said the boy a bit disappointed,3,0,,,,4.008,it's a code said the boy a bit disappointed
cv-valid-dev/sample-001185.mp3,vibrations of peace throughout the tent,2,0,twenties,male,us,2.64,vibrations of peace throughout the tent
cv-valid-dev/sample-001186.mp3,the time must have been somewhere around six o'clock,4,0,teens,male,australia,4.176,the time must have been somewhere round six o'clock
cv-valid-dev/sample-001187.mp3,if he makes a buying mistake it doesn't affect him much,4,0,,,,4.776,if he makes a buying mistake it doesn't affect him much
cv-valid-dev/sample-001188.mp3,used to hunt rabbits there myself,1,0,sixties,male,us,5.016,used to hunt rabbits there myself
cv-valid-dev/sample-001189.mp3,the genies were the spirits of good and evil,3,0,twenties,male,,3.504,the genius were the spirit of good in evil
cv-valid-dev/sample-001190.mp3,no the alchemist answered,1,0,,,,2.448,no the ochemis auntered
cv-valid-dev/sample-001191.mp3,he put his headcloth in place and secured it with a ring made of camel skin,2,0,twenties,male,indian,5.304,he put his hat clothed in place and secured it with a ring made of camels skin
cv-valid-dev/sample-001192.mp3,it drew a droplet of blood,3,0,seventies,male,australia,3.816,it drew a droplet of blood
cv-valid-dev/sample-001193.mp3,you can't do that,2,0,,,,2.136,you can't do that
cv-valid-dev/sample-001194.mp3,the camel driver understood what the boy was saying,1,0,,,,9,the camel driver understood what the boy was saying
cv-valid-dev/sample-001195.mp3,we can't let the chronicle get the laugh on us,2,1,,,,3.552,we can't let the chronicle get the laugh from us
cv-valid-dev/sample-001196.mp3,it looked like a rusty gas float,7,3,,,,4.152,it looked like a rusty gash float
cv-valid-dev/sample-001197.mp3,when he reached the top of the dune his heart leapt,1,0,,,,4.44,when he reached the top of the dune his heart leaped
cv-valid-dev/sample-001198.mp3,his way isn't the same as mine nor mine as his,1,0,,,,3.984,his way isn't the same as mine nor mine as his
cv-valid-dev/sample-001199.mp3,so how will we name all these hurricanes,2,0,,,,3.264,so how will we name all these hurricanes
cv-valid-dev/sample-001200.mp3,the little girl wanted to have a balloon but was too shy to ask,1,0,thirties,male,australia,4.992,the little girl wanted to have a balloon but was too shy to ask
cv-valid-dev/sample-001201.mp3,are you all right,1,0,,,,2.016,are you all right
cv-valid-dev/sample-001202.mp3,he should have decided to become a shepherd the boy said,3,0,,,,4.296,he should have decided to become a shepherd the boy said
cv-valid-dev/sample-001203.mp3,you're here rather early,1,0,thirties,male,england,2.616,your hair rather urny
cv-valid-dev/sample-001204.mp3,the streamer of gas came out towards us,3,0,thirties,male,us,5.184,the streamer of gas came out towards us
cv-valid-dev/sample-001205.mp3,my wife pointed out to me the brightness of the red green and yellow signal lights,4,0,,,,8.064,my wife pointed out to me the brightness of the red green and yellow signal lights
cv-valid-dev/sample-001206.mp3,oxygen is important for us but some bacteria don't need it at all,1,0,fifties,male,england,5.616,oxygen is important for us but some bacterior don't need it at all
cv-valid-dev/sample-001207.mp3,being murdered in cold blood isn't nonsense,2,0,,,,3.84,being murdered in cold blood isn't nonsense
cv-valid-dev/sample-001208.mp3,i'm just your little rent collector,1,0,,,,3.984,i'm just your little rent collector
cv-valid-dev/sample-001209.mp3,he quickly pulled his hands away,1,0,,,,3.984,he quickly pulled his hands away
cv-valid-dev/sample-001210.mp3,we could get to the pyramids by tomorrow said the other taking the money,2,0,,,,4.344,we could get to the pyramids by to morrow said the other taking the money
cv-valid-dev/sample-001211.mp3,the next day the boy returned to the well hoping to see the girl,1,0,,,,5.664,the next day the boy returned to the will hoping to see the girl
cv-valid-dev/sample-001212.mp3,the boy approached her to ask about the alchemist,1,0,,,,3.912,the boy approised her to ask about the alchymis
cv-valid-dev/sample-001213.mp3,so usually a keypress instead of a click is used,1,0,teens,male,us,5.184,so usually a key press instead of a click is used
cv-valid-dev/sample-001214.mp3,it's in all the afternoon papers,3,0,fourties,male,us,2.544,it's in all the afternoon papers
cv-valid-dev/sample-001215.mp3,if you can concentrate always on the present you'll be a happy man,1,0,thirties,male,us,3.984,if you can concentrate always on the present you'll be a happy man
cv-valid-dev/sample-001216.mp3,it's called the principle of favorability,1,0,,,,3.024,it scalled a principal favorability
cv-valid-dev/sample-001217.mp3,you've got the mayor and pullman backed against a wall,1,0,,,,3.456,you got the mayor and pullman backed against the wall
cv-valid-dev/sample-001218.mp3,but as he saw them lying there on the ground another phrase came to his mind,2,0,fifties,male,us,4.56,but as he saw them lying there on the ground another phrase came to his mind
cv-valid-dev/sample-001219.mp3,what a terrible thing to say,1,0,thirties,male,us,2.304,what a terrible thing to say
cv-valid-dev/sample-001220.mp3,and what do you do in salem he insisted,1,0,,,,3.936,an what do you do in sale em he insisted
cv-valid-dev/sample-001221.mp3,but now the sounds inside had stopped,3,0,twenties,female,us,3.36,but now the sounds inside had slapped
cv-valid-dev/sample-001222.mp3,he moved about invisible but everyone could hear him,3,0,twenties,male,us,4.92,he moved about invisible but everyone could hear him
cv-valid-dev/sample-001223.mp3,i'm sending it over with beth,3,0,,,,2.904,i'm sending it over with beth
cv-valid-dev/sample-001224.mp3,yet it was a little too large for assurance,3,0,,,,4.248,yet it was a little too large for assurance
cv-valid-dev/sample-001225.mp3,that's the way it always is said the old man,2,0,thirties,male,england,3.864,that's the way it always is said the old man
cv-valid-dev/sample-001226.mp3,there's the professor now,2,0,,,,2.904,there's the professor now
cv-valid-dev/sample-001227.mp3,i think it's about bird hunting but now i can see how that might be misinterpreted,1,0,teens,male,us,7.824,i think it's all bad bid hunting now i see how that might be misinterpreted e
cv-valid-dev/sample-001228.mp3,have you seen him,1,0,thirties,female,,1.992,have you seen him
cv-valid-dev/sample-001229.mp3,it was the first time she had done that,4,0,,,,3.264,it was the first time she had done that
cv-valid-dev/sample-001230.mp3,it was my fear of failure that first kept me from attempting the master work,1,0,,,,5.76,it was my fear of failure that first kept me from attempting the master work
cv-valid-dev/sample-001231.mp3,we're refugees from the tribal wars and we need money the other figure said,2,0,fifties,male,us,5.424,we're refagies from the tribal wars and we need money the other figure said
cv-valid-dev/sample-001232.mp3,a line of flame high can be seen in the atmosphere,1,0,,,,5.784,a line of flame high can be seen in the atmosphere
cv-valid-dev/sample-001233.mp3,the loafers and golf caddies were used to hanging out near the railway station,3,1,,,,5.952,the loafers and gulf kerries were used to hanging out near the railway station
cv-valid-dev/sample-001234.mp3,i wish i could remember the name of the cold milky sak served in a box,1,0,,,,5.664,i wish i could remember the name of the cold milky sockee served in a box
cv-valid-dev/sample-001235.mp3,i've been looking for you all morning he said as he led the boy outside,1,0,,,,6.84,i've been looking for you all morning he said as he led the boy outside
cv-valid-dev/sample-001236.mp3,why are you carrying money asked the tribesman when he had searched the boy's bag,1,0,,,,6.264,why are you carrying money asked the tribesman when he had searched a boy's bed
cv-valid-dev/sample-001237.mp3,you all know me,1,0,,,,3.48,you all know me
cv-valid-dev/sample-001238.mp3,using script blockers is generally a good idea but it requires the user to learn a bit,2,0,twenties,male,african,5.976,using scrip lockers is generally a good idea but it tries the user to learn a bit
cv-valid-dev/sample-001239.mp3,it is the most valuable stamp in the world,1,0,,,,3.264,it is the most valuable stamp in the world
cv-valid-dev/sample-001240.mp3,always heed the omens the old king had said,1,0,,,,5.304,always heat the omens the old king had said
cv-valid-dev/sample-001241.mp3,i had seen all that it would presently bring me,3,0,,,,3.696,i had seen all that it would presently bring me
cv-valid-dev/sample-001242.mp3,and for wise men gold is the metal that evolved the furthest,2,0,,,,5.16,and for wise men gaud does the mattle that evolve the furthest
cv-valid-dev/sample-001243.mp3,the stranger was speaking of things that very few people knew about,1,0,,,,9.576,the stranger was speaking of things that very few people knew about
cv-valid-dev/sample-001244.mp3,from the railway station in the distance came the sound of trains ringing and rumbling,3,0,,,,9.792,from the railway station in the distance came the sound of trains ringing and rumbling
cv-valid-dev/sample-001245.mp3,the woman said she had never heard of such a person and hurried away,1,0,,,,4.824,the woman said she had never heard of such a person and hurried away
cv-valid-dev/sample-001246.mp3,after all who doesnt want to overcome new challenges and achieve great heights,2,0,fourties,male,england,5.64,after all who doesn't want to overcome new challenges and he chief great heights
cv-valid-dev/sample-001247.mp3,given only the public key it is very hard to compute the private one,1,0,twenties,male,,5.496,give my only vor public key it is very hard to compute a private one
cv-valid-dev/sample-001248.mp3,the shop folks were taking down their shutters and people were opening their bedroom windows,1,0,,,,7.056,the shop folk were stucking down their shutters and people were opening their bell room window
cv-valid-dev/sample-001249.mp3,they looked for the fallen mass but found nothing,10,1,twenties,male,us,4.536,they looked for the fallen mass but found nothing
cv-valid-dev/sample-001250.mp3,the trouble with using this for all onscreen movement is that recognition accuracy isn't always perfect,1,0,,,,6.648,the trouble with using this for all onscreen moment is that recognition accuracy isn't always perfect
cv-valid-dev/sample-001251.mp3,potatoes are less spacesaving durable and cheap than pasta,1,0,fifties,female,indian,7.224,podatoes are less pays saving teorable and chip than pasta
cv-valid-dev/sample-001252.mp3,sometimes their caravan met with another,1,0,,,,4.08,sometimes their caravan met with another
cv-valid-dev/sample-001253.mp3,i had the everyone has gary busey's teeth dream again,8,1,,,,5.064,i had the every one has garyboosy's teeth dream again
cv-valid-dev/sample-001254.mp3,most meteorites are more or less rounded,4,0,twenties,male,,2.52,most materialics are more or less round
cv-valid-dev/sample-001255.mp3,you got your watermelon,1,0,,,,5.112,you got your water melon
cv-valid-dev/sample-001256.mp3,the boy smiled to himself,3,0,,,,2.784,the boy smiled to himself
cv-valid-dev/sample-001257.mp3,and the falcon then nourishes man,3,0,,,,3.168,and the falcan than nurasious man
cv-valid-dev/sample-001258.mp3,the apples are in the basket near the door on your way out,1,0,twenties,male,indian,4.512,the apples are in the basket near the door on your way out
cv-valid-dev/sample-001259.mp3,she's kind and sweet and considerate,1,0,,,,3.936,she's kind and sweet and considerate
cv-valid-dev/sample-001260.mp3,you want the moon,1,0,,,,2.976,you want the mun
cv-valid-dev/sample-001261.mp3,he was just and good,3,0,,,,3.096,he was just and good
cv-valid-dev/sample-001262.mp3,you have a mania for simplifying everything answered the englishman irritated,2,0,,,,5.328,you have a mania for simplifying everything answered the englishman irritated
cv-valid-dev/sample-001263.mp3,the boy's name was santiago,1,0,sixties,female,england,3.432,the boy's name was santiago
cv-valid-dev/sample-001264.mp3,the monk laughed when he saw me come back in tatters,2,0,,,,4.056,the monk laughed when he saw me come back in tadders
cv-valid-dev/sample-001265.mp3,palm trees grows twice as big there,1,0,,,,3.384,palm trees grows twice as big vear
cv-valid-dev/sample-001266.mp3,you'll take fifty and like it,1,0,,,,2.664,you will take fifty and like it
cv-valid-dev/sample-001267.mp3,so we their hearts speak more and more softly,1,0,,,,3.888,so we their hearts speak more and more softly
cv-valid-dev/sample-001268.mp3,the atmosphere was suffused with the sweet scent of smoke,1,0,,,,5.664,the atmosphere was suffased with the sweet scent of smoke
cv-valid-dev/sample-001269.mp3,he made us stand and watch him paint for like an hour,1,0,,,,3.96,he made us stand and watch em paint for like an hour
cv-valid-dev/sample-001270.mp3,now i'm beginning what i could have started ten years ago,7,0,,,,3.792,now i'm beginning what i could have started ten years ago
cv-valid-dev/sample-001271.mp3,and then he perceived it very slowly,6,0,,,,4.032,and then he perceived it very slowly
cv-valid-dev/sample-001272.mp3,every search begins with beginner's luck,3,0,fourties,male,england,3.984,every search begins with beginner's luck
cv-valid-dev/sample-001273.mp3,how about that one there,2,0,thirties,female,us,2.376,how about that one there
cv-valid-dev/sample-001274.mp3,the hand with the whip pointed to the south,2,1,sixties,male,newzealand,4.824,the hand with the whip pointed to the south
cv-valid-dev/sample-001275.mp3,did you ever walk into this office,1,0,fourties,male,us,6.624,did you ever walk into this office
cv-valid-dev/sample-001276.mp3,i remember how i sat on the table there in the blackness with patches of green and crimson swimming before my eyes,3,0,,,,7.416,i remember all i sat on the table during the blackness with patches of green and crimson swimming before my eyes
cv-valid-dev/sample-001277.mp3,he believed in omens,8,0,,,,2.616,he believed in omens
cv-valid-dev/sample-001278.mp3,the camel driver understood what the boy was saying,1,0,,,,4.224,the chemel driver understood what the boy was saying
cv-valid-dev/sample-001279.mp3,my friend bought all the other sheep immediately,2,0,twenties,male,us,3.144,my friend bought all the other sheep immediately
cv-valid-dev/sample-001280.mp3,the boy was suddenly happy to be there at the warehouse,1,0,fourties,male,us,3.936,the boy was suddenly happy to be there at the warehouse
cv-valid-dev/sample-001281.mp3,lucy's a newspaper woman,1,0,,,,2.856,heset and newspaper ovreman
cv-valid-dev/sample-001282.mp3,you know i'd tell you if i had it,2,0,fourties,female,canada,2.496,you know i'd tell you if i had it
cv-valid-dev/sample-001283.mp3,another dreamer said the ticket seller to his assistant watching the boy walk away,4,1,,,,6.408,another dreamer said the ticket salater's assistant watching the boy walk away
cv-valid-dev/sample-001284.mp3,they reached the center of a large plaza where the market was held,3,0,,,,4.824,they reached the centre of the large plaza where the market was howled
cv-valid-dev/sample-001285.mp3,and because the tribes declared war i went to the well seeking the alchemist,2,1,,,,6.552,and because that chibs tekered war i waned to go away  seeking thou kanst
cv-valid-dev/sample-001286.mp3,i don't care what happens to me,2,0,,,,3.264,i don't care what happens to me
cv-valid-dev/sample-001287.mp3,every search begins with beginner's luck,3,0,,,,2.928,every search begins with begin its luck
cv-valid-dev/sample-001288.mp3,we returned to the cemetery,3,0,,,,2.424,we returned to the cemetery
cv-valid-dev/sample-001289.mp3,the desert with its endless monotony put him to dreaming,1,0,,,,6.144,the desert with its endless monotony put him to dreaming
cv-valid-dev/sample-001290.mp3,lemons and thyme should go well,3,0,,,,3.216,lementon thime should go well
cv-valid-dev/sample-001291.mp3,they can't help themselves,1,0,,,,2.496,they can help themselves
cv-valid-dev/sample-001292.mp3,i had the everyone has gary busey's teeth dream again,2,1,,,,6.384,i had the everyone has garry beusey's teeth dream again
cv-valid-dev/sample-001293.mp3,everyone is just standing by the building waiting to get in,1,0,thirties,male,us,3.672,everyone is just standing by the building waiting to get in
cv-valid-dev/sample-001294.mp3,the omens had been true after all,4,0,,,,2.448,the omens have been true after all
cv-valid-dev/sample-001295.mp3,but instead of being saddened he was happy,1,0,,,,3.696,but instead of being saddened he was happy
cv-valid-dev/sample-001296.mp3,strange images passed through my mind,1,0,sixties,male,us,3.456,strange images pass through my mind
cv-valid-dev/sample-001297.mp3,it must have fallen while i was sitting over there,2,1,,,,2.784,it must have fallen while i was sitting over there
cv-valid-dev/sample-001298.mp3,you're going to run into the governor,2,1,teens,female,,3.768,you are going to run into the governor
cv-valid-dev/sample-001299.mp3,i hold the power of life and death for every person i take with me,3,0,fifties,male,,5.76,i hold the power of life and death for every person i take with me
cv-valid-dev/sample-001300.mp3,my father offered her a job,1,0,,,,3.336,my father offered her a job
cv-valid-dev/sample-001301.mp3,he's trying to trick you again,1,0,twenties,male,us,1.92,he's trying to trick you again
cv-valid-dev/sample-001302.mp3,it's a code said the boy a bit disappointed,1,0,teens,male,us,3.504,it's a cold said the boy a bit is pointed
cv-valid-dev/sample-001303.mp3,tell your heart that the fear of suffering is worse than the suffering itself,1,0,thirties,male,england,6.672,tell your heart that the fear of suffering is worse than the suffering itself
cv-valid-dev/sample-001304.mp3,i have never seen a rothschild before,2,0,twenties,female,philippines,3.216,i have never seen a ralph's child before
cv-valid-dev/sample-001305.mp3,watch over her tonight,1,0,twenties,female,,2.064,what ollar held to night
cv-valid-dev/sample-001306.mp3,they were men of the desert and they were fearful of sorcerers,3,0,twenties,female,england,3.528,they were men of the desert and they were fearful of sorcerers
cv-valid-dev/sample-001307.mp3,i'd better see what he's up to,3,0,thirties,female,england,2.736,hi'd better see what he's up to
cv-valid-dev/sample-001308.mp3,your dentist called yesterday,1,0,,,,2.664,your denis called yesterday
cv-valid-dev/sample-001309.mp3,that was his work,1,0,,,,4.416,dack was his work
cv-valid-dev/sample-001310.mp3,the conversation was interrupted by the warehouse boss,1,0,,,,4.104,the conversation was interrupted by the warehouse boss
cv-valid-dev/sample-001311.mp3,sandra read aloud the strange excerpt,1,0,,,,3.576,pandra read aloud this strange excert
cv-valid-dev/sample-001312.mp3,stanley felt exhilarated,3,0,thirties,male,,3.936,stanley felt exhilarated
cv-valid-dev/sample-001313.mp3,i just don't trust anyone who says they've never had hamburger helper,5,0,,,,5.208,i just don't trust any one who says they've never had hamburg or helper
cv-valid-dev/sample-001314.mp3,i won't ever tell a soul,2,0,,,,2.376,i won't ever tell a soul
cv-valid-dev/sample-001315.mp3,tell them it's a case of serious delirium,1,0,twenties,male,,2.784,tell them it's a serious case of delirium
cv-valid-dev/sample-001316.mp3,it was starlight and i explained the signs of the zodiac to her,5,0,thirties,male,canada,5.64,it was starlight and i explained the signs of the zodiac to her
cv-valid-dev/sample-001317.mp3,i don't want anything for myself,2,0,twenties,male,england,4.296,i don't want anything for myself
cv-valid-dev/sample-001318.mp3,i just want to dream about mecca,2,0,,,,3.528,i jest want to dream abit micca
cv-valid-dev/sample-001319.mp3,never give up,1,0,thirties,male,england,2.184,never give up
cv-valid-dev/sample-001320.mp3,a practice of infidels he said to himself,2,0,,,,5.496,the practice of infidels he said to himself
cv-valid-dev/sample-001321.mp3,yet each felt his heart beat a bit faster,2,0,,,,4.704,yet each fell to his heart beat a bit faster
cv-valid-dev/sample-001322.mp3,the two men exchanged some words in arabic and the bar owner seemed irritated,2,0,,,,5.688,the two men exchanged some words in arabic and the bar owner seemed irritated
cv-valid-dev/sample-001323.mp3,hey what do you say,3,0,,,,2.208,he what doous eh
cv-valid-dev/sample-001324.mp3,stop treating me like a child,3,0,,,,2.712,stop treating me like a child
cv-valid-dev/sample-001325.mp3,but i found it difficult to get to work because of the investigations,2,1,sixties,female,us,7.104,rbut i found it difficult to get to work because of the investigations
cv-valid-dev/sample-001326.mp3,they don't see that the fields are new and the seasons change,1,0,,,,6.24,they don't see the fields are new and the seasons change
cv-valid-dev/sample-001327.mp3,despair is something that haunts us at night,1,0,,,,3.624,despair is something that haunts us at night
cv-valid-dev/sample-001328.mp3,but that's what you're doing,1,0,twenties,male,us,1.344,but that's what you're doing
cv-valid-dev/sample-001329.mp3,the thought was so dreadful to him that he forgot about the heat and went forward,6,0,,,,7.56,the thought was so dreadful to him that he forgot a bret date and went forward
cv-valid-dev/sample-001330.mp3,team  will meet up at point b with team ,1,0,,,,3.504,team flour will meet u at point b with team fave
cv-valid-dev/sample-001331.mp3,you'll be the counselor of the oasis,4,0,thirties,female,us,3.816,you'll be the counsillor of the oasis
cv-valid-dev/sample-001332.mp3,turn up the volume,3,1,,,,3.24,turn up the villloom
cv-valid-dev/sample-001333.mp3,hitting the delete and escape keys did nothing,1,0,thirties,male,us,5.736,hitting the derit and escapekeys i think
cv-valid-dev/sample-001334.mp3,she comes by it naturally,1,0,,,,5.064,she comes by it naturally
cv-valid-dev/sample-001335.mp3,didn't i tell you never to come panhandling around here,1,0,twenties,male,us,3.624,didn't i tell you never to come pan handling around here
cv-valid-dev/sample-001336.mp3,how is mozilla going to handle ambiguities like queue and cue,2,0,thirties,female,us,4.8,how is bazila going to handle ambiguities like cue and cue
cv-valid-dev/sample-001337.mp3,the closer he got to the realization of his dream the more difficult things became,6,0,,,,4.752,the closer he got to the realization of his dream the more difficult things became
cv-valid-dev/sample-001338.mp3,i'll return just as your father came back to your mother he said,1,0,,,,6.696,i'll return just as your father came back to your mother he said
cv-valid-dev/sample-001339.mp3,they formed heaps that are visible a mile and a half away,5,0,,,,3.336,they formed heat that are visible a mile and a half away
cv-valid-dev/sample-001340.mp3,who is it from,2,0,twenties,male,us,1.968,who is it from
cv-valid-dev/sample-001341.mp3,like eating or sleeping or like seeking love or finding a job,1,0,,,,3.984,like eating or sleeping or like seeking law or finding a jog
cv-valid-dev/sample-001342.mp3,much better said the old man,3,0,,,us,2.784,much better said the old man
cv-valid-dev/sample-001343.mp3,now i will drift gently off to dreamland,2,0,,,,3.24,now i will drift gently off to dreamland
cv-valid-dev/sample-001344.mp3,no one seemed to have thought about it that night,6,2,,,,4.104,no one seems to have thought about it that night
cv-valid-dev/sample-001345.mp3,i ain't gonna squeal,2,0,thirties,male,us,2.136,aink on a squeal
cv-valid-dev/sample-001346.mp3,amen,1,0,,,,1.44,emen
cv-valid-dev/sample-001347.mp3,what was written on the emerald tablet the boy wanted to know,3,0,,,,5.976,what was written on the emerald tablet the boy wanted to know
cv-valid-dev/sample-001348.mp3,seems like it ought to be fixable in software,1,0,,,,4.248,seems like it hot to be fixible in soft ware
cv-valid-dev/sample-001349.mp3,mostly just the hearts of those who are trying to realize their destinies,1,0,fourties,male,us,4.992,mostly just the hearts of those who are trying to realise their destinies
cv-valid-dev/sample-001350.mp3,i'll just watch him he said to himself,3,0,twenties,male,indian,3.456,i will just watch him he said to himself
cv-valid-dev/sample-001351.mp3,the execution was cancelled,1,0,,,,3.528,the execution was cancelled
cv-valid-dev/sample-001352.mp3,certainly i'm sure i'm comfortable,1,0,,,,3.144,certainly iam sure i am comfortable
cv-valid-dev/sample-001353.mp3,this is what i wished for,1,0,,,,2.04,this is what i wished for
cv-valid-dev/sample-001354.mp3,the night was warm and i was thirsty,6,0,twenties,female,us,3.504,the night was warm and i was thirsty
cv-valid-dev/sample-001355.mp3,these trousers don't fit very well,1,0,,,,3.384,these trousers don't fit very well
cv-valid-dev/sample-001356.mp3,all things are one,3,0,,,,1.944,all things are one
cv-valid-dev/sample-001357.mp3,the walls were covered with a thick paste,2,0,,,,2.904,the walls were covered with a thick paste
cv-valid-dev/sample-001358.mp3,i am proud of you he said,3,0,fifties,female,england,3.408,i am proud of you he said
cv-valid-dev/sample-001359.mp3,it was only when i got this close to it that the strangeness of it was at all evident to me,2,0,fourties,male,england,6.984,it was only when i got this close to it that the strangeness of it was at all evident to me
cv-valid-dev/sample-001360.mp3,an huge hole had been made by the impact of the projectile,7,0,,,,4.536,a huge hole had been made by the impact of the projectile
cv-valid-dev/sample-001361.mp3,and i'm going to build things,1,0,fourties,male,england,3.336,and i'm going to be old things
cv-valid-dev/sample-001362.mp3,i knew there was some mistake,3,0,,,,2.784,i knew there was some mistake
cv-valid-dev/sample-001363.mp3,will you get close to him,2,0,,,,2.256,will you get close to him
cv-valid-dev/sample-001364.mp3,the thing itself was almost entirely buried in sand,4,0,thirties,male,canada,3.984,the thing itself was almost entirely buried in sand
cv-valid-dev/sample-001365.mp3,since the miner had sacrificed everything to his destiny the old man decided to become involved,4,0,twenties,female,canada,6.504,since the miner had sacrificed everything to his destiny the old man decided to become invalved
cv-valid-dev/sample-001366.mp3,from the railway station in the distance came the sound of trains ringing and rumbling,3,1,,,,11.088,from the railway station in the distance came the sound of trains ringing and rumbling
cv-valid-dev/sample-001367.mp3,the thing itself was almost entirely buried in sand,9,0,twenties,other,england,4.032,the thing itself was almost entirely buried in the sand
cv-valid-dev/sample-001368.mp3,drawing from my own experience as a learner of english and german i value engaging activities that involve everyday conversation,1,0,fifties,male,us,7.656,drawing from my own experience as a learner of english and a german i value engaging activities that involve everyday conversation
cv-valid-dev/sample-001369.mp3,the animals were exhausted and the men talked among themselves less and less,1,0,,,,12.336,the animals were exhausted and the men talked among themselves less than once
cv-valid-dev/sample-001370.mp3,walk in the grass in my bare feet,1,0,fourties,female,,4.776,walk in the grass and my bare feet
cv-valid-dev/sample-001371.mp3,the old man was probably a gypsy too,3,0,,,,2.976,the old man was probably a gypsy too
cv-valid-dev/sample-001372.mp3,if we serve tea in crystal the shop is going to expand,3,1,twenties,other,us,5.448,if we serve tea and crystal the shop is going to expand
cv-valid-dev/sample-001373.mp3,so how will we name all these hurricanes,5,1,,,,3.264,so how will we name all these hurricanes
cv-valid-dev/sample-001374.mp3,because life wants you to achieve your destiny,2,0,,,,4.608,because life wants you to achieve your destiny
cv-valid-dev/sample-001375.mp3,the whole creature heaved and pulsated convulsively,1,0,,,,3.912,
cv-valid-dev/sample-001376.mp3,everyone seemed very excited,4,0,,,,3.048,everyone seemed very excited
cv-valid-dev/sample-001377.mp3,there's a caravan leaving today for alfayoum,2,0,,,,3.648,there's a caravan leaving to day for al falume
cv-valid-dev/sample-001378.mp3,vibrations of peace throughout the tent,1,0,,,,3.48,vibrations of peace throughout the tempt
cv-valid-dev/sample-001379.mp3,the only shadow was that of the few scattered pine trees,2,1,teens,male,,3.768,the honly shadow was that of a few scattern pine tree
cv-valid-dev/sample-001380.mp3,bacon pancakes and maple syrup is a hearty start to any day,1,0,,,,4.464,beacon pancakes and maple syrup is a hearty start do any dee
cv-valid-dev/sample-001381.mp3,it was just ripe enough to eat,1,0,twenties,male,us,3.024,it was just ripe enough to eat
cv-valid-dev/sample-001382.mp3,there were lights in the upper windows of the houses when the people went to bed,2,0,,,,8.04,there were lights in the upper windows of the houses when the people went to bed
cv-valid-dev/sample-001383.mp3,the electrician looked puzzled,1,0,,,,3.744,the electrician look puzzled
cv-valid-dev/sample-001384.mp3,i'll bet you don't really need those,1,0,,,,2.064,i bet you don't really need those
cv-valid-dev/sample-001385.mp3,so the wind blew with all its strength and the sky was filled with sand,11,1,,,,5.088,so the wind blew with all its strength and the sky was filled with sand
cv-valid-dev/sample-001386.mp3,then came the night of the first falling star,3,0,,,,5.016,then came the night of the filst falling sty
cv-valid-dev/sample-001387.mp3,where is the treasure he asked,3,0,twenties,male,indian,4.896,where is the treasure he asked
cv-valid-dev/sample-001388.mp3,it is i the boy answered,4,0,fifties,female,us,2.376,it is i the boy answered
cv-valid-dev/sample-001389.mp3,what do you know about that,3,0,,,,2.976,what do you know about that
cv-valid-dev/sample-001390.mp3,they're not my sheep anymore he said to himself without nostalgia,1,0,fourties,male,england,4.728,they are not my ship any more he said to himself without nostralia
cv-valid-dev/sample-001391.mp3,they went on smoking the pipe for a while as the sun began to set,3,0,,,,5.28,they went on smoking the pipe for a while as the sun began to set
cv-valid-dev/sample-001392.mp3,he had come to the town only to find a woman who could interpret his dream,1,0,,,,5.256,he had come to the town only to find a woman who could interpret his dream
cv-valid-dev/sample-001393.mp3,when he was in hospital the nurse took an xray photograph of his arm,2,0,,,,5.496,when he was in hospital the nurse took an extra photograph of his arm
cv-valid-dev/sample-001394.mp3,he wandered for a while keeping the date palms of the oasis within sight,5,0,thirties,male,us,7.584,he wandered farewell keeping the dead palms of the ise's within sight
cv-valid-dev/sample-001395.mp3,and then he perceived it very slowly,6,0,thirties,male,england,2.832,and then he perceived it very slowly
cv-valid-dev/sample-001396.mp3,hitting the delete and escape keys did nothing,2,0,twenties,female,us,3.816,hitting the dilly and escapekeys did nothing
cv-valid-dev/sample-001397.mp3,and eventually man will nourish your sands where the game will once again flourish,2,1,,,,8.592,and eventually man will nourish your sands where the game will once again flourish
cv-valid-dev/sample-001398.mp3,how long will it take to get him examined,1,0,thirties,male,us,3.936,how long will it take to get him examined
cv-valid-dev/sample-001399.mp3,the newspaper articles had prepared everyone for the reception of the idea,3,0,,,,6.408,the newspaper articles had prepared everyone for the reception of the idea
cv-valid-dev/sample-001400.mp3,about eleven i walked back to my home in maybury because nothing seemed to be happening,3,1,,,,5.04,about eleven i walked back to my home in baybury because nothing seemed to be happening
cv-valid-dev/sample-001401.mp3,they were men of the desert and they were fearful of sorcerers,5,0,thirties,male,england,5.136,they were men of the desert and they were fearful of the sorcerers
cv-valid-dev/sample-001402.mp3,did you finish the interview,1,0,,,,2.472,did you finish the interview
cv-valid-dev/sample-001403.mp3,they have their eyes glued on his face,1,0,,,,9.024,they have their eyes lewed on his face
cv-valid-dev/sample-001404.mp3,something terrible's happened to me,1,0,twenties,male,,2.88,something terrible this happened to me
cv-valid-dev/sample-001405.mp3,i heard a faint movement under my feet,2,0,fifties,female,england,3.936,i had a faint movement under my feet
